cluster_id	sequence_id	start	end	tax_id	database	merged	length	pul_length_sum	percentage_in_puls	new_sequence_id	new_start	new_end	new_length	new_pul_length_sum	new_percentage_in_puls	domain	phylum	class	order	family	genus	species	domain_new	phylum_new	class_new	order_new	family_new	genus_new	species_new
PUL0035	CP001655	2247754	2253663	556	dbcan		4813854	7891	0.16392271140753334							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya chrysanthemi							
PUL0037	AE005672	1798266	1808537	1313	dbcan		2160842	47935	2.218348217963183							Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae							
PUL0038	AF135398	1	10050	56956	dbcan		10091	10049	99.58378753344564	CP016312	1416830	1426883	2035182	10053	0.49396073668104373	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus brockianus	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus brockianus
PUL0039	AF135399	770	5022	274	dbcan		5311	4252	80.06025230653361	CP144686	65227	69380	249487	4153	1.6646157916043722	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus thermophilus	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus thermophilus
PUL0040	AF316823	1	11489	1521	dbcan		11489	11488	99.99129602228219	CP001348	852611	864108	4068724	11497	0.2825701620458896	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum
PUL0041	U61727	1	3733	571	dbcan		3850	3732	96.93506493506493							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella grimontii							
PUL0042	CP001340	1311323	1319129	155892	dbcan		4042929	7806	0.19307784034792597							Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides							
PUL0044	AAXF02000051	128613	194006	28116	dbcan		507553	95453	18.806508876905465							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
PUL0045	DS264583	286501	307432	28116	dbcan		555155	20931	3.770298385135683							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
PUL0048	NC_004350	1910627	1915135	1309	dbcan		2032925	22373	1.100532483982439							Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans							
PUL0049	LT796702	173	31111	1861841	dbcan		31149	30938	99.32261067771036																				
PUL0050	LT796703	70	23956	1861841	dbcan		24131	23886	98.98470846628818																				
PUL0051	CP002534	303130	314951	979	dbcan		3765936	11821	0.31389274804457645							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica							
PUL0052	CP000449	288889	301419	74318	dbcan		3368780	12530	0.37194473963868224							Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Maricaulis	Maricaulis maris_A							
PUL0053	AM743169	2619918	2632750	40324	dbcan		4851126	12832	0.26451590826542126							Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia							
PUL0054	CP003873	1019219	1032616	28108	dbcan		4629479	13397	0.2893846154178472							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii							
PUL0055	GL945092	21043	32944	457387	dbcan		609109	11901	1.9538374904984166							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens							
PUL0056	NZ_DS995511	374866	385955	28111	dbcan		989858	11089	1.1202616941015782							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii							
PUL0058	Z25795	463	8375	1423	dbcan		8517	7912	92.8965598215334	CP094361	3158954	3166866	4210909	7912	0.18789292288197157	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PUL0063	DS264579	32561	60327	28116	dbcan		428982	27766	6.472532647057452							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
PUL0064	EQ973490	1996377	2022549	246787	dbcan		2178212	26172	1.2015359386505997							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus							
PUL0065	DS362223	43453	71885	820	dbcan		98921	28432	28.742127556332832	CP065889	4317792	4346224	4728573	28432	0.6012807669459687	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PUL0066	GL882630	4456	29812	626930	dbcan		137728	25356	18.410199814126393							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus							
PUL0067	GL891979	376649	402405	156974	dbcan		1016930	25756	2.5327210329127867							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas gadei							
PUL0068	AM886293	23902	29914	562	dbcan		168113	6012	3.576166031181408																				
PUL0078	L18965	1	6760	28238	dbcan		6760	6759	99.98520710059172							Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor morganii							
PUL0081	BA000032	67900	82169	670	dbcan		1877212	14269	0.7601165984449278							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus							
PUL0082	SIWZ01000001	3978451	3984965	1423	dbcan		4063450	6514	0.16030712817925655							Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis							
PUL0083	ACXX02000019	49158	73811	29362	dbcan		96826	30790	31.799310102658378	CP119677	2232177	2256831	5027861	30791	0.6124075426906194	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens
PUL0084	ACXX02000002	36152	61034	29362	dbcan		471863	30745	6.51566238505668							Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens							
PUL0085	ACXX02000019	86335	92472	29362	dbcan		96826	30790	31.799310102658378	CP119677	2269356	2275493	5027861	30791	0.6124075426906194	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens
PUL0086	ACXX02000002	63554	69417	29362	dbcan		471863	30745	6.51566238505668							Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens							
PUL0087	ACXX02000007	23245	29169	29362	dbcan		237393	5924	2.4954400508860832							Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens							
PUL0088	M77351	290	10896	1309	dbcan		10995	10606	96.46202819463393	CP172847	1186698	1197303	2073547	10605	0.5114424703177695	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
PUL0089	ACXX02000001	231005	233522	29362	dbcan		699012	2517	0.36007965528488783							Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium papyrosolvens							
PUL0093	LR131278	76	36757	77133	dbcan		36787	36681	99.71185473129094	LR594809	684	36481	36481	35797	98.12505139661742	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PUL0094	LR131279	41	41664	77133	dbcan		41855	41623	99.44570541153983	LR594820	21734	36268	36268	29068	80.14778868423954	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PUL0095	LR131281	28	29389	77133	dbcan		30142	29361	97.40893105965098	LR594820	21734	36268	36268	29068	80.14778868423954	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PUL0096	LR131286	29	34237	77133	dbcan		34305	34208	99.71724238449205							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis							
PUL0097	NZ_KB905472	535723	561211	204516	dbcan		3116102	25488	0.8179449838291558							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis							
PUL0098	NZ_DS990126	30380	44393	310297	dbcan		123012	44334	36.04038630377524							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius							
PUL0099	NZ_GG692727	64567	74095	166486	dbcan		94057	9528	10.130027536493829	LR027880	217565	227093	4493348	9528	0.2120467856039639	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis
PUL0100	NZ_CP027060	4090005	4095238	562	dbcan		4653240	5233	0.11245927568747797							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli							
PUL0101	NZ_DS990126	54056	84377	310297	dbcan		123012	44334	36.04038630377524							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius							
PUL0102	LR131274	620	32300	77133	dbcan		33103	31680	95.70129595504939							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius							
PUL0103	LR131282	26	32565	77133	dbcan		31485	32539	103.34762585358106	LR131274	13877	33103	33103	57836	174.71528260278524	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
PUL0104	LR131283	35	30809	77133	dbcan		37246	30774	82.62363743757719	LR131274	13877	33103	33103	57836	174.71528260278524	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
PUL0105	LR131284	577	44510	77133	dbcan		44544	43933	98.62832255747126	LR131274	13719	33103	33103	57836	174.71528260278524	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
PUL0106	LR131285	35	33387	77133	dbcan		33455	33352	99.69212374831864	LR594814	9279	42594	42594	68978	161.9429966661971	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
PUL0107	LR131275	175	27831	77133	dbcan		27897	27656	99.13610782521418							Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium duncaniae							
PUL0108	NZ_NFHS01000001	745835	779958	820	dbcan		814155	34123	4.191216660218263							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis							
PUL0109	LR131277	26	32565	77133	dbcan		34121	32539	95.36355909850239	EU065883	1	565	565	1128	199.64601769911505	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis							
PUL0110	LR131280	35	30809	77133	dbcan		31202	30774	98.6282930581373	EU065883	1	565	565	1128	199.64601769911505	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis							
PUL0111	U00096	4340720	4344790	562	dbcan		4641652	4070	0.08768429860747855							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli							
PUL0112	LR131276	4	35955	77133	dbcan		37470	35951	95.94609020549773	LR594814	6931	42594	42594	68978	161.9429966661971	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
PUL0113	NZ_GG697150	404290	430480	853	dbcan		556161	26190	4.709068057630794							Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium duncaniae							
PUL0114	CP001348	1505662	1537237	1521	dbcan		4068724	31575	0.7760418253978397							Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum							
PUL0116	AE015928	626800	629842	818	dbcan		6260361	885442	14.143625263782711							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
PUL0117	AE015928	1300094	1337010	818	dbcan		6260361	885442	14.143625263782711							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
PUL0118	NZ_DS362241	149200	163732	820	dbcan		210193	14532	6.913646030077119							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis							
PUL0120	AE015928	5798923	5807973	818	dbcan		6260361	885442	14.143625263782711							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
PUL0122	NC_023151	1598265	1608135	2336	dbcan		1869644	9870	0.527907986761116							Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima							
PUL0126	LR136958	1950044	1962304	2358187	dbcan		4731105	31860	0.6734156185500004							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas naphthalenivorans							
PUL0127	LR136958	3936797	3956397	2358187	dbcan		4731105	31860	0.6734156185500004							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas naphthalenivorans							
PUL0129	Ga0139390_150	30256	49978	749906	dbcan			19722								Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	""							
PUL0135	MH687413	1	27138	53249	dbcan		27138	27137	99.99631513007591							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas fuliginea							
PUL0136	ADOP01000016	43718	80113	228	dbcan		90307	36395	40.301416280022586	AF278706	1	12195	12195	12194	99.99179991799917	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas distincta	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp041613455
PUL0137	CP028460	589943	596176	302912	dbcan		1932687	60037	3.106400570811518							Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis							
PUL0138	CP028460	1879108	1890055	302912	dbcan		1932687	60037	3.106400570811518							Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis							
PUL0139	CP028460	61377	75411	302912	dbcan		1932687	60037	3.106400570811518							Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis							
PUL0140	CP028460	622448	639066	302912	dbcan		1932687	60037	3.106400570811518							Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis							
PUL0141	CP028460	153312	158539	302912	dbcan		1932687	60037	3.106400570811518							Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis							
PUL0142	CP028460	1843829	1850807	302912	dbcan		1932687	60037	3.106400570811518							Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis							
PUL0144	AP006878	1552919	1569129	311400	dbcan		2088737	16210	0.7760670682809755																				
PUL0146	CP000388	1036849	1074395	288	dbcan		5187005	47263	0.9111809223241543							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A							
PUL0147	NZ_LT965930	17040	67290	227	dbcan		143981	50250	34.900438252269396							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas carrageenovora							
PUL0150	LT965928	1244357	1267465	227	dbcan		3620649	23108	0.6382281187709717							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas carrageenovora							
PUL0152	CP000388	4406812	4416529	288	dbcan		5187005	47263	0.9111809223241543							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A							
PUL0153	MSTC01000081	673	5238	47715	dbcan		6260	4565	72.92332268370608	CP067366	5514	10081	63181	7390	11.6965543438692	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus casei	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus casei
PUL0154	MSTC01000063	16530	21163	47715	dbcan		78252	4633	5.9206154475284976	CP195156	316619	321251	2989042	4632	0.15496603928616592	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus
PUL0155	AE007870	11703	21103	1176649	dbcan		2075577	9400	0.45288611311457005							Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum							
PUL0156	MSTC01000055	620	3443	47715	dbcan		3791	2823	74.46584014771828	CP067366	34245	37068	63181	7390	11.6965543438692	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus yonginensis_A	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus casei
PUL0157	MSTB01000008	16506	21136	47715	dbcan		68569	4630	6.752322478087765	CP136114	289901	294533	2958057	4632	0.1565892746488658	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus
PUL0158	NC_013199	311240	315872	47715	dbcan		2968598	21412	0.7212832454916429							Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus							
PUL0159	FM179324	40411	43234	47715	dbcan		64508	2823	4.376201401376574	CP166135	54882	57705	64513	2823	4.3758622293181215														
PUL0164	NZ_JHZY01000004	1690359	1719497	1392489	dbcan		2318059	29138	1.2569999296825491							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella sp000687915							
PUL0166	NC_016776	3710042	3720606	817	dbcan		5373121	37350	0.6951267243004577							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis							
PUL0168	AE005176	2053080	2066266	1360	dbcan		2365589	13186	0.557408746827957							Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis							
PUL0169	AM039952	3088883	3109438	456327	dbcan		5178466	20555	0.39693221892351904							Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas euvesicatoria							
PUL0174	CP001736	4338948	4346415	182640	dbcan		7579488	15023	0.19820600019420836							Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella flavida							
PUL0175	AY526725	111	5257	39650	dbcan		6510	5146	79.04761904761905							Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio sp000263355							
PUL0176	CP001736	1994155	2001711	182640	dbcan		7579488	15023	0.19820600019420836							Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella flavida							
PUL0179	JH724241	777587	798381	28116	dbcan		3664698	20794	0.5674137405046746							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
PUL0180	CR626927	973099	1007603	817	dbcan		5205140	39433	0.7575780862762577							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis							
PUL0186	AE007317	274499	281042	1313	dbcan		2038615	16814	0.8247756442486688							Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae							
PUL0187	NC_012914	1124076	1136568	324057	dbcan		7184930	12492	0.17386390681607197							Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Pristimantibacillus	Pristimantibacillus sp000023585							
PUL0194	AE005672	2050572	2061389	1313	dbcan		2160842	47935	2.218348217963183							Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae							
PUL0195	NC_003030	444719	451147	1488	dbcan		3940880	6428	0.16311077728832138							Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_S	Clostridium_S acetobutylicum							
PUL0196	NC_010999	288852	300044	1582	dbcan		3079196	11192	0.36347150360029046							Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei							
PUL0197	NC_004350	1488085	1497922	1309	dbcan		2032925	22373	1.100532483982439							Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans							
PUL0199	NC_007912	4176251	4200317	86304	dbcan		5057531	24066	0.4758448341690837							Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Saccharophagus	Saccharophagus degradans							
PUL0207	NC_004368	1951803	1958763	1311	dbcan		2211485	6960	0.3147206515079234							Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae							
PUL0208	AH007017	89	8199	43657	dbcan		8301	8110	97.69907240091555							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas spongiae							
PUL0209	CP002038	3416624	3428226	204038	dbcan		4922802	22897	0.4651212866168495							Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya dadantii							
PUL0210	NC_008261	473690	487358	1502	dbcan		3256683	13668	0.4196908326662435							Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Sarcina	Sarcina perfringens							
PUL0211	AE008922	3414366	3434455	340	dbcan		5076188	62493	1.231100975771583							Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris							
PUL0212	NC_008618	2006567	2020309	1680	dbcan		2089645	36014	1.7234506339593567							Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis							
PUL0213	NC_008618	2044437	2051250	1680	dbcan		2089645	36014	1.7234506339593567							Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis							
PUL0214	NC_008618	1763016	1778475	1680	dbcan		2089645	36014	1.7234506339593567							Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis							
PUL0215	NC_010995	3175359	3185628	155077	dbcan		4576573	10269	0.2243818682669325							Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio japonicus							
PUL0217	NZ_KE386494	1052130	1059390	44256	dbcan		1071729	23797	2.220430724558167							Bacteria	Bacillota	Thermoanaerobacteria	Thermoanaerobacterales	Caldanaerobiaceae	Caldanaerobius	Caldanaerobius polysaccharolyticus							
PUL0218	HF548278	1	41173	433724	dbcan		41175	41172	99.99271402550092																				
PUL0219	DQ396803	1	10449	1597	dbcan		10449	10448	99.99042970619197	CP034973	2622765	2633213	3063065	10448	0.34109625489501527	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Loigolactobacillus coryniformis	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei
PUL0220	JPDI01000001	2291648	2313366	1336803	dbcan		2894172	21718	0.750404606222436							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp900106075							
PUL0221	KC246798	14700	34417	1393449	dbcan		35040	19717	56.26997716894977																				
PUL0222	KC246824	16752	27980	1393527	dbcan		27980	11228	40.12866333095068																				
PUL0224	NC_011898	1502003	1537237	1521	dbcan		4068724	94353	2.3189825606258867							Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum							
PUL0225	NZ_DS990130	72558	132837	310297	dbcan		760260	60279	7.928734906479362							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius							
PUL0227	JX087428	0	18201	44256	dbcan		18410	18201	98.8647474198805							Bacteria	Bacillota	Thermoanaerobacteria	Thermoanaerobacterales	Caldanaerobiaceae	Caldanaerobius	Caldanaerobius polysaccharolyticus							
