cluster_id	sequence_id	start	end	tax_id	database	merged	length	pul_length_sum	percentage_in_puls	blast_status	domain	phylum	class	order	family	genus	species
PUL0625	JABKKF010000013	29296	73074	2736291	dbcan		76661	43778	57.105960005739554	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella muris
PUL0626	CP072197	62960	63021	47770	dbcan		2239089	61	0.0027243222578468298	true	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus
PUL0630	HF548280	18604	35744	433724	dbcan		36811	17140	46.56216891689984	false							
PUL0631	NZ_CP060437	182863	192114	1537215	dbcan		202410	9251	4.570426362333877	false	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola algae
PUL0633	AP042441	3337880	3345121	301302	dbcan		3385412	7241	0.21388829483678795	true	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter faecis
PUL0634	NC_012781	236959	244278	39491	dbcan		3449685	7319	0.21216429905918946	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis
PUL0635	NZ_BLYL01000002	70950	76292	33043	dbcan		261617	5342	2.041916236330208	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus aceti
PUL0636	NZ_BLYL01000009	14990	22272	33043	dbcan		141654	7282	5.140694932723396	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus aceti
PUL0637	NZ_CP022479	1869091	1875620	853	dbcan		3110044	6529	0.209932721209089	false	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium duncaniae
PUL0638	AP028031	763560	771397	649756	dbcan		2804089	7837	0.27948470965079925	true	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
PUL0639	AP028031	640913	646823	649756	dbcan		100419	5911	5.886336251107858	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
PUL0640	AP028031	2251545	2263102	649756	dbcan		127508	11558	9.064529284437056	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
PUL0641	NZ_DS499729	73694	81982	105841	dbcan		107816	8288	7.687170735326853	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae
PUL0642	LR027880	4318380	4338276	166486	dbcan		4493348	19896	0.4427878722057584	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis
PUL0644	EQ973490	1329075	1352417	246787	dbcan		2178212	23342	1.0716128641289278	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0646	NZ_GL882612	2624	15125	626930	dbcan		28032	12501	44.59546232876713	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus
PUL0647	CP172847	611614	619641	1309	dbcan		2032925	22373	1.100532483982439	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
PUL0650	NZ_AP022379	35557	47456	216816	dbcan		2273627	11899	0.5233488166704565	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0651	NZ_KB898707	82900	184489	396005	dbcan		774481	101589	13.117042251520695	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Gilvimarinus	Gilvimarinus chinensis
PUL0653	AL645882	3831534	3854645	1902	dbcan		8667507	27789	0.3206112207350972	false	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceoruber
PUL0654	NZ_CAJQES010000007	56564	116108	320912	dbcan		132542	59544	44.92462766519292	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter dokdonensis
PUL0655	NZ_CAJQES010000017	10692	25936	320912	dbcan		80886	15244	18.84627747694286	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter dokdonensis
PUL0657	LC529899	1	7951	1479	dbcan		7951	7950	99.98742296566469	false							
PUL0658	NC_021020	1747686	1765259	853	dbcan		3214418	23132	0.7196326053425535	false	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
PUL0659	NC_021020	989705	995264	853	dbcan		3214418	23132	0.7196326053425535	false	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
PUL0663	NZ_DS990123	30514	46197	310297	dbcan		147256	15683	10.650160265116531	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
PUL0666	AE015928	4732770	4741675	818	dbcan		6260361	1922704	30.712350294176325	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
PUL0667	AE015928	4883107	4887725	818	dbcan		6260361	1922704	30.712350294176325	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
PUL0671	NC_008255	1051545	1060308	985	dbcan		4433218	8763	0.19766679644447893	false	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii
PUL0673	NZ_AP012330	2208139	2217803	28026	dbcan		2313752	9664	0.41767657034980415	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum
PUL0675	CP132737	283970	289804	573	dbcan		355922	5834	1.639123178673979	true							
PUL0676	NZ_MYFP02000002	307028	312828	1963027	dbcan		326526	5800	1.7762750898856445	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp001426925
PUL0677	CP132316	2732522	2732552	1967501	dbcan		3810368	30	0.0007873255286628483	true	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Shinella sumterensis
PUL0679	CP054261	16753	25331	1590	dbcan		38269	8578	22.415009537745956	true							
PUL0681	JABUTP010000015	7177	23063	2212467	dbcan		32695	15886	48.588469184890656	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Equibacterium	Equibacterium sp021443625
PUL0682	JABUUE010000008	60606	67086	2212467	dbcan		104757	6480	6.185744150748876	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp021443335
PUL0683	AM406671	1815995	1823564	1358	dbcan		2529478	20146	0.7964489115936173	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris
PUL0684	NZ_CP016797	2087543	2092403	1580	dbcan		2488939	4860	0.19526392571292425	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus brevis
PUL0686	NZ_GG694015	628137	645739	46124	dbcan		760519	17602	2.314472090769593	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	Granulicatella adiacens
PUL0691	NZ_CP090614	182893	204524	28169	dbcan		3057872	21631	0.707387359575548	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio pelagius
PUL0692	NZ_CP090615	881004	916339	28169	dbcan		1309572	35335	2.698209796788569	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio pelagius
PUL0693	NZ_CP090616	203954	225503	28169	dbcan		241480	21549	8.923720390922643	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio pelagius
PUL0694	CP001393	212375	236250	31899	dbcan		2919718	52084	1.7838709080808488	false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0695	CP001393	697213	703783	31899	dbcan		2919718	52084	1.7838709080808488	false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0696	CP001393	939000	956668	31899	dbcan		2919718	52084	1.7838709080808488	false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0697	CP001393	2873292	2877263	31899	dbcan		2919718	52084	1.7838709080808488	false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0699	NC_015977	2480616	2500030	585394	dbcan		3592125	31254	0.8700699446706337	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis
PUL0701	NC_003919	4984490	5029051	346	dbcan		5175554	76433	1.4768080866318851	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas cissicola
PUL0702	NC_003919	2024740	2042333	346	dbcan		5175554	76433	1.4768080866318851	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas cissicola
PUL0706	CP000388	929370	998729	288	dbcan		5187005	219293	4.2277383576842515	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0707	CP000388	2345055	2410403	288	dbcan		5187005	219293	4.2277383576842515	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0708	CP000388	2803538	2853937	288	dbcan		5187005	219293	4.2277383576842515	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0709	CP000388	3084705	3118892	288	dbcan		5187005	219293	4.2277383576842515	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0710	NC_010655	641820	650608	239935	dbcan		2664102	16216	0.6086854031865147	false	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
PUL0711	NC_010655	1310567	1317995	239935	dbcan		2664102	16216	0.6086854031865147	false	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
PUL0717	AE015928	3989587	4001991	818	dbcan		6260361	1922704	30.712350294176325	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
PUL0719	NC_003919	3056086	3070365	346	dbcan		5175554	76433	1.4768080866318851	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas cissicola
PUL0720	NC_015067	266861	284077	216816	dbcan		2385164	79112	3.316836913520412	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0721	NZ_CP046176	3701356	3726995	357276	dbcan		5625488	25639	0.4557649043069686	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
PUL0725	NZGN01000053	366	10437	2024839	dbcan		14394	10071	69.96665277198832	false	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salinivivens	Salinivivens sp002691045
PUL0726	AE007870	302505	312552	1176649	dbcan		2075577	10047	0.4840581679214985	false	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum
PUL0728	JABDHV010000033	5144	33037	239935	dbcan		33560	27893	83.11382598331348	false	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia biwaensis
PUL0729	NC_020238	5336873	5346552	1428	dbcan		5646799	9679	0.17140684483368365	false	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
PUL0730	NC_014934	476402	500825	59600	dbcan		4888353	24423	0.49961612837698094	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola
PUL0733	NZ_KB890760	14002	39447	346377	dbcan		148935	25445	17.08463423641186	false	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola pacifica
PUL0735	CP137763	2194069	2220986	216816	dbcan		2378960	26917	1.1314608064027978	true	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0740	CP001095	2442411	2445795	216816	dbcan		2832748	17474	0.616856847132184	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium infantis
PUL0741	CP001095	2558878	2565276	216816	dbcan		2832748	17474	0.616856847132184	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium infantis
PUL0742	CP001095	395169	402861	216816	dbcan		2832748	17474	0.616856847132184	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium infantis
PUL0743	CP001348	1548963	1567460	1521	dbcan		4068724	94353	2.3189825606258867	false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum
PUL0744	NC_002973	2802883	2807265	1639	dbcan		2905187	4382	0.15083366406362136	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria monocytogenes_B
PUL0749	OZ022649	5012	11373	77133	dbcan		30213	6361	21.05385099129514	true							
PUL0751	NZ_JAEFCJ010000001	3865119	3871380	562	dbcan		5176680	6261	0.12094624353832958	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0752	NZ_CP084061	2698236	2712112	2877527	dbcan		6247046	13876	0.22212098326152874	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia celeris
PUL0753	NZ_CP022413	515673	529175	1322	dbcan		3065949	13502	0.44038566851568633	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hansenii
PUL0754	NZ_GG657685	174321	185015	53443	dbcan		474463	10694	2.2539165330067887	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A hydrogenotrophica
PUL0755	NZ_BTHI01000008	50227	64778	418240	dbcan		135822	14551	10.71328650734049	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A wexlerae_B
PUL0759	NZ_CP102288	355831	365545	537011	dbcan		3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0763	NZ_CP102288	3309626	3319524	537011	dbcan		3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0764	NZ_CP102288	2782	11969	537011	dbcan		3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0770	NZ_CP102288	864253	876017	537011	dbcan		3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0771	CAWLDL010000001	6731951	6765929	595460	dbcan		9109604	169096	1.8562387563718468	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0772	CAWLDL010000001	7739220	7751801	595460	dbcan		9109604	169096	1.8562387563718468	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0773	CAWLDL010000001	7900164	7920634	595460	dbcan		9109604	169096	1.8562387563718468	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0774	CAWLDL010000001	8246839	8283270	595460	dbcan		9109604	169096	1.8562387563718468	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0775	CAWLDL010000001	8412786	8431923	595460	dbcan		9109604	169096	1.8562387563718468	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0776	CAWLDL010000001	8830237	8876736	595460	dbcan		9109604	169096	1.8562387563718468	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0777	NZ_CAWLDM010000001	825302	866107	445327	dbcan		7962739	288137	3.618566425447324	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula lusitana
PUL0778	NZ_CAWLDM010000001	1354823	1382854	445327	dbcan		7962739	288137	3.618566425447324	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula lusitana
PUL0779	NZ_CAWLDM010000001	1497165	1524265	445327	dbcan		7962739	288137	3.618566425447324	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula lusitana
PUL0780	NZ_CAWLDM010000001	2673596	2721482	445327	dbcan		7962739	288137	3.618566425447324	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula lusitana
PUL0781	NZ_CAWLDM010000001	4971656	5000661	445327	dbcan		7962739	288137	3.618566425447324	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula lusitana
PUL0782	NZ_CAWLDM010000001	5325807	5350204	445327	dbcan		7962739	288137	3.618566425447324	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula lusitana
PUL0783	NZ_CAWLDM010000001	6350456	6389301	445327	dbcan		7962739	288137	3.618566425447324	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula lusitana
PUL0784	NZ_CAWLDM010000001	6897268	6909411	445327	dbcan		7962739	288137	3.618566425447324	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula lusitana
PUL0785	NZ_CAWLDM010000001	7257044	7296969	445327	dbcan		7962739	288137	3.618566425447324	false	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula lusitana
PUL0791	LT622246	4611046	4627482	28116	dbcan		6472489	423946	6.549968644210906	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PUL0792	NZ_CP079235	549827	573387	28026	dbcan		2316707	23560	1.01696071190703	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum
PUL0796	NZ_LSNE01000005	187809	238906	1799789	dbcan		925268	89045	9.623698215003653	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola hydrolytica
PULpy_PUL1	NZ_GL882595	44692	63824	626929	PULpy		483280	15725	3.2538073166694255	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
PULpy_PUL1	CP012801	435374	445714	246787	PULpy		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PULpy_PUL1	NZ_KI912107	50680	55151	982	PULpy		5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PULpy_PUL1	NZ_CP028092	136410	144433	2571030	PULpy		5256878	29716	0.5652784789755441	false	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter sp005491705
PULpy_PUL1	NZ_JQNQ01000001	164195	168602		PULpy		4212161	110825	2.631072269079933	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter sp000745315
PULpy_PUL1	NZ_CP014224	354727	378318	1790137	PULpy		3427057	109007	3.180775808514419	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica
PULpy_PUL1	JABKKG010000006	131252	136152	2736291	PULpy		217139	15362	7.074730932720516	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis
PULpy_PUL1	JPOL01000003	67766	72373		PULpy		361944	28441	7.857845412550008	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella sp000733945
PULpy_PUL1	ABJL02000008	57190	61571	329854	PULpy		3472993	104417	3.0065421957372216	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
PULpy_PUL1	JH724241	149113	167234	28116	PULpy		3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL1	NZ_ABJL02000007	10985	32203	329854	PULpy		1438659	22544	1.567014838123558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
PULpy_PUL1	NZ_GL892007	169148	197501	163665	PULpy		404348	74634	18.457863028876115	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas mossii
PULpy_PUL1	CP065889	126952	151942	820	PULpy		4728573	28432	0.6012807669459687	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL1	NZ_CP009976	52807	57439	76594	PULpy		4635105	28708	0.6193602949663491	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga baltica
PULpy_PUL1	NZ_JQNJ01000001	61074	65537	111500	PULpy		4424696	40010	0.904242912959444	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	Flagellimonas sp000745185
PULpy_PUL1	CP000685	189511	194585		PULpy		6096872	658150	10.794879735051023	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
PULpy_PUL1	JABKKG010000003	57149	62003	2736291	PULpy		491845	12369	2.514816659720034	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis
PULpy_PUL1	NC_014033	186024	193604	839	PULpy		3619559	12835	0.3546012097053812	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella ruminicola
PULpy_PUL1	NZ_JH815203	40636	65987	742726	PULpy		1217791	26363	2.1648213856072185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
PULpy_PUL1	NZ_JH992941	95427	129675	626931	PULpy		1624090	18104	1.114716548959725	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides oleiciplenus
PULpy_PUL1	NZ_CP113514	3171	8339	28116	PULpy		6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL1	CP001807	780986	795039	29549	PULpy		3261604	31439	0.9639122345937765	false	Bacteria	Bacteroidota_A	Rhodothermia	Rhodothermales	Rhodothermaceae	Rhodothermus	Rhodothermus marinus
PULpy_PUL1	NZ_JHZY01000004	96081	101113	1392489	PULpy		2318059	29138	1.2569999296825491	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella sp000687915
PULpy_PUL1	GL945092	370	9772	457387	PULpy		609109	11901	1.9538374904984166	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PULpy_PUL1	CR626927	246933	262907		PULpy		5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL1	NZ_DS990119	12812	17204	310297	PULpy		571288	28954	5.068196776406996	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
PULpy_PUL1	FQ312004	296165	307440		PULpy		5373121	55804	1.038577020692443	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL1	JAPFGC010000002	450069	461594	2708110	PULpy		3065842	25051	0.8171001636744489	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	Mesoflavibacter profundi
PULpy_PUL1	FP476056	160802	165447		PULpy		5521712	929780	16.838618167698712	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
PULpy_PUL1	NC_008255	630646	635079	985	PULpy		4433218	8763	0.19766679644447893	false	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii
PULpy_PUL1	CP016359	169999	174625		PULpy		4007868	294672	7.352337951249892	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava
PULpy_PUL1	JPOL01000002	55841	68655		PULpy		3672893	56127	1.5281414405483633	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella sp000733945
PULpy_PUL1	NC_016610	34748	59328		PULpy		3405521	33250	0.9763557470354757	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
