cluster_id	sequence_id	start	end	tax_id	database	merged	blast_status	length	pul_length_sum	percentage_in_puls	domain	phylum	class	order	family	genus	species
PUL0638	AP028031	763559	771396	649756	dbcan		true	2804089	7837	0.27948470965079925	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
PUL0639	AP028031	640913	646823	649756	dbcan		false	100419	5911	5.886336251107858	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
PUL0640	AP028031	2251545	2263102	649756	dbcan		false	127508	11558	9.064529284437056	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
PUL0100	AP031375	2292791	2298023	562	dbcan		false	4653240	5233	0.11245927568747797	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0111	AP031375	4569883	4573952	562	dbcan		false	4641652	4070	0.08768429860747855	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0291	AP031375	4838492	4850341	562	dbcan		false	4659625	11851	0.2543337714944872	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0311	AP031375	188613	197942	562	dbcan		false	4527247	9336	0.20621803935150876	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0366	AP031375	584065	595538	562	dbcan		true	5031330	11473	0.2280311567716687	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0605	AP031375	308365	317732	562	dbcan		false	4643559	9368	0.20174181053799467	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0038	AP046146	1761475	1771524	56956	dbcan		true	2139201	10049	0.46975482902261173	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus brockianus
PUL0520	AY297960	551	3742	571	dbcan		false	4055	3191	78.69297163995068	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella grimontii
PUL0175	AY526725	111	5257	39650	dbcan		false	6510	5146	79.04761904761905	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio sp000263355
PUL0231	AY870655	355	2710	555	dbcan		false	3050	2355	77.21311475409836	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pectobacterium	Pectobacterium aroidearum
PUL0081	BA000032	67900	82169	670	dbcan		false	1877212	14269	0.7601165984449278	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
PUL0268	BA000043	726823	732934	1462	dbcan		false	3544776	6111	0.17239453212276318	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermoleovorans
PUL0400	CABDWQ010000001	1088947	1111260	28108	dbcan		false	4672348	80584	1.7247003005769261	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0401	CABDWQ010000001	4308631	4326179	28108	dbcan		false	4672348	80584	1.7247003005769261	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0403	CABDWQ010000001	4637792	4645257	28108	dbcan		false	4672348	80584	1.7247003005769261	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0404	CABDWQ010000001	2755697	2777573	28108	dbcan		false	4672348	80584	1.7247003005769261	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0405	CABDWQ010000001	4433602	4444984	28108	dbcan		false	4672348	80584	1.7247003005769261	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0771	CAWLDL010000001	6731951	6765929	595460	dbcan		false	9109604	169096	1.8562387563718468	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0772	CAWLDL010000001	7739220	7751801	595460	dbcan		false	9109604	169096	1.8562387563718468	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0773	CAWLDL010000001	7900164	7920634	595460	dbcan		false	9109604	169096	1.8562387563718468	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0774	CAWLDL010000001	8246839	8283270	595460	dbcan		false	9109604	169096	1.8562387563718468	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0775	CAWLDL010000001	8412786	8431923	595460	dbcan		false	9109604	169096	1.8562387563718468	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0776	CAWLDL010000001	8830237	8876736	595460	dbcan		false	9109604	169096	1.8562387563718468	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp000346425
PUL0230	CP000033	1872452	1887508	1579	dbcan		false	1993560	46571	2.3360721523305044	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
PUL0267	CP000033	665968	680930	1579	dbcan		false	1993560	46571	2.3360721523305044	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
PUL0399	CP000033	1437361	1453914	1579	dbcan		false	1993560	46571	2.3360721523305044	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
PUL0091_PUL0092	CP000139	5083180	5110584	821	dbcan	merged	false	5163189	39499	0.7650117011017803	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PUL0687	CP000139	52180	64275	821	dbcan		false	5163189	39499	0.7650117011017803	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PUL0724	CP000139	266736	296905	821	dbcan		false	5163189	30169	0.5843094258219097	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
PUL0232	CP000303	2337397	2344915	1685	dbcan		false	2422684	43660	1.802133501521453	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0233	CP000303	2325349	2332210	1685	dbcan		false	2422684	43660	1.802133501521453	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0283	CP000303	555379	565250	1685	dbcan		false	2422684	43660	1.802133501521453	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0284	CP000303	1928568	1934764	1685	dbcan		false	2422684	43660	1.802133501521453	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0285	CP000303	707814	714874	1685	dbcan		false	2422684	43660	1.802133501521453	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0578	CP000303	153080	159234	1685	dbcan		false	2422684	43660	1.802133501521453	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0606	CP000303	389206	393826	1685	dbcan		false	2422684	4620	0.19069758994569658	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0146	CP000388	1036849	1074395	288	dbcan		false	5187005	47263	0.9111809223241543	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0152	CP000388	4406812	4416529	288	dbcan		false	5187005	47263	0.9111809223241543	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0706	CP000388	929370	998729	288	dbcan		false	5187005	219293	4.2277383576842515	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0707	CP000388	2345055	2410403	288	dbcan		false	5187005	219293	4.2277383576842515	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0708	CP000388	2803538	2853937	288	dbcan		false	5187005	219293	4.2277383576842515	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0709	CP000388	3084705	3118892	288	dbcan		false	5187005	219293	4.2277383576842515	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola atlantica_A
PUL0018	CP000410	285154	298903	1313	dbcan		false	2038615	23668	1.1609842957105683	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0279	CP000410	1598353	1605802	1313	dbcan		false	2046116	13992	0.6838321971970308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0486	CP000410	1687193	1697463	1313	dbcan		false	2038615	16814	0.8247756442486688	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0519	CP000410	1903270	1913187	1313	dbcan		false	2038615	23668	1.1609842957105683	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0585_PUL0186	CP000410	274549	281092	1313	dbcan	merged	false	2046116	13992	0.6838321971970308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0052	CP000449	288889	301419	74318	dbcan		false	3368780	12530	0.37194473963868224	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Maricaulis	Maricaulis maris_A
4084_PUL0473	CP000685	1372643	1390113	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4085	CP000685	1591291	1614134		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4086_PUL0474	CP000685	1803386	1823482	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4087	CP000685	2339980	2354614		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4088_PUL0476_4089	CP000685	2360555	2415232	986	puldb_dbcan_puldb	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4090	CP000685	2455043	2471923		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4091_PUL0477	CP000685	2908489	2922156	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4092_PUL0478	CP000685	3223740	3241308	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4093	CP000685	3429465	3441043		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4094	CP000685	3587528	3597571		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4095_PUL0479	CP000685	3676164	3719458	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4096	CP000685	3881936	3893153		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4097	CP000685	3984951	3995021		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4098	CP000685	4189623	4209635		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4099	CP000685	4242737	4251779		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4100	CP000685	4501483	4513550		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4101_PUL0480_4102_PUL0289	CP000685	4576233	4631944	986	puldb_dbcan_puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4103	CP000685	4693722	4710084		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4104_PUL0482	CP000685	4876994	4936368	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4105	CP000685	4992716	5003247		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4106	CP000685	5033626	5051242		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4107_PUL0483	CP000685	5084429	5106641	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4108_PUL0484	CP000685	5123512	5143865	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4109	CP000685	5224256	5235961		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4110	CP000685	5273970	5284273		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4111_PUL0485	CP000685	5336222	5359507	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4112_4116_PUL0344	CP000685	5498208	5524115	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4113	CP000685	5642692	5658239		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4114	CP000685	5821483	5838144		puldb		false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
4115_PUL0488	CP000685	5973734	5996493	986	puldb_dbcan	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
PUL0795_4083	CP000685	850019	874685	986	dbcan_puldb	merged	false	6096872	658150	10.794879735051023	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
PUL0423	CP000916	783518	787893	2337	dbcan		true	1884562	4375	0.23214943313088135	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana
PUL0368	CP001095	2595574	2636747	1682	dbcan		false	2832748	41173	1.453464974646527	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium infantis
PUL0740	CP001095	2442411	2445795	216816	dbcan		false	2832748	17474	0.616856847132184	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium infantis
PUL0741	CP001095	2558878	2565276	216816	dbcan		false	2832748	17474	0.616856847132184	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium infantis
PUL0742	CP001095	395169	402861	216816	dbcan		false	2832748	17474	0.616856847132184	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium infantis
PUL0042	CP001340	1311323	1319129	155892	dbcan		false	4042929	7806	0.19307784034792597	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
PUL0017	CP001348	2466252	2481041	1521	dbcan		false	4068724	94353	2.3189825606258867	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum
PUL0224_PUL0114	CP001348	1502003	1537237	1521	dbcan	merged	false	4068724	94353	2.3189825606258867	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum
PUL0385_PUL0040	CP001348	838275	864108	1521	dbcan	merged	false	4068724	94353	2.3189825606258867	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum
PUL0743	CP001348	1548963	1567460	1521	dbcan		false	4068724	94353	2.3189825606258867	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum
PUL0320	CP001393	1929397	1982736	31899	dbcan		false	2919718	53339	1.826854511291844	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0694	CP001393	212375	236250	31899	dbcan		false	2919718	52084	1.7838709080808488	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0695	CP001393	697213	703783	31899	dbcan		false	2919718	52084	1.7838709080808488	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0696	CP001393	939000	956668	31899	dbcan		false	2919718	52084	1.7838709080808488	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0697	CP001393	2873292	2877263	31899	dbcan		false	2919718	52084	1.7838709080808488	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0034	CP001655	2245522	2247504	556	dbcan		false	4813854	7891	0.16392271140753334	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya chrysanthemi
PUL0035	CP001655	2247754	2253663	556	dbcan		false	4813854	7891	0.16392271140753334	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya chrysanthemi
PUL0187	CP001656	1124076	1136568	324057	dbcan		false	7184930	12492	0.17386390681607197	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Pristimantibacillus	Pristimantibacillus sp000023585
PUL0229_PUL0592	CP001656	1572567	1584525	324057	dbcan	merged	true	7184930	29815	0.4149657686296178	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Pristimantibacillus	Pristimantibacillus sp000023585
PUL0594	CP001656	4094827	4100740	324057	dbcan		false	7184930	29815	0.4149657686296178	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Pristimantibacillus	Pristimantibacillus sp000023585
PUL0174	CP001736	4338948	4346415	182640	dbcan		false	7579488	15023	0.19820600019420836	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella flavida
PUL0176	CP001736	1994155	2001711	182640	dbcan		false	7579488	15023	0.19820600019420836	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella flavida
PUL0610	CP001807	1220087	1251526	29549	dbcan		false	3261604	31439	0.9639122345937765	Bacteria	Bacteroidota_A	Rhodothermia	Rhodothermales	Rhodothermaceae	Rhodothermus	Rhodothermus marinus
PUL0584	CP001834	2317224	2332669	1358	dbcan		false	2598144	15445	0.5944628165336486	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
PUL0576	CP001840	1236100	1248439	1681	dbcan		false	2214656	12339	0.5571519910992949	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum
PUL0209	CP002038	3416624	3428226	204038	dbcan		false	4922802	22897	0.4651212866168495	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya dadantii
PUL0373	CP002038	406834	413500	204038	dbcan		false	4922802	22897	0.4651212866168495	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya dadantii
PUL0374	CP002038	1781030	1785659	204038	dbcan		false	4922802	22897	0.4651212866168495	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya dadantii
4160	CP002113	9230	19749		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4161	CP002113	41274	55928		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4162_4173	CP002113	398052	419913		puldb	merged	false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4163	CP002113	576787	586097		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4164_PUL0397	CP002113	930942	941427	28188	puldb_dbcan	merged	false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4165	CP002113	1187403	1201665		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4166	CP002113	1490660	1513946		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4167	CP002113	1842680	1849772		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4168_4174_PUL0398	CP002113	1882302	1901134	28188	puldb_dbcan	merged	false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4169	CP002113	2090062	2098680		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4170	CP002113	2153442	2169471		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4171	CP002113	2385673	2400879		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
4172	CP002113	2418762	2426103		puldb		false	2571406	177495	6.90264392320777	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
PUL0434	CP002160	3447553	3461646	1493	dbcan		true	5262222	64511	1.2259269943381332	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_K	Clostridium_K cellulovorans
PUL0598	CP002160	731364	737408	573061	dbcan		false	5262222	64511	1.2259269943381332	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_K	Clostridium_K cellulovorans
PUL0599	CP002160	3141436	3150824	1493	dbcan		false	5262222	64511	1.2259269943381332	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_K	Clostridium_K cellulovorans
PUL0600	CP002160	3925850	3941689	1493	dbcan		false	5262222	64511	1.2259269943381332	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_K	Clostridium_K cellulovorans
PUL0601	CP002160	2667794	2686941	1493	dbcan		false	5262222	64511	1.2259269943381332	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_K	Clostridium_K cellulovorans
PUL0051	CP002534	303130	314951	979	dbcan		false	3765936	11821	0.31389274804457645	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica
PUL0734	CP002534	1997203	2029289	979	dbcan		false	3765936	32086	0.8520059820453667	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica
