cluster_id	sequence_id	start	end	tax_id	database	merged	blast_status	domain	phylum	class	order	family	genus	species	length	pul_length_sum	percentage_in_puls	origin
cblaster_PUL0153_cblaster_PUL0407	FM179324	50298	54866	47715	cblaster	merged	false								64508	16527	25.62007812984436	experimental
cblaster_PUL0153_cblaster_PUL0407	FM179324	50298	54866	47715	cblaster	merged	false								64508	16527	25.62007812984436	experimental
21119	FP476056	174877	188546		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21120	FP476056	214864	230540		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21121_21122_PUL0132	FP476056	230679	268488	63186	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21123_PUL0318_21124	FP476056	275509	307872	63186	puldb_dbcan_puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21125	FP476056	340985	350666		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21126_21127	FP476056	398989	466536		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21128	FP476056	472111	481243		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21129_21130	FP476056	484942	508227		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21131	FP476056	576319	592323		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21132	FP476056	1085930	1101326		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21133	FP476056	1190929	1208012		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21134	FP476056	1223179	1246806		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21135_21136	FP476056	1250098	1281471		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21137	FP476056	1479049	1491997		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21138	FP476056	1769357	1777496		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21139	FP476056	2420111	2441113		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21140	FP476056	2504916	2518507		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
PUL0149_21141_21142	FP476056	2560055	2608025	63186	dbcan_puldb_puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21143	FP476056	2610665	2619786		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21144	FP476056	2681750	2690170		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21145	FP476056	2695784	2707616		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21146	FP476056	2875504	2888080		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21147_PUL0151	FP476056	3065129	3084329	63186	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21148	FP476056	3125872	3141960		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
PUL0319_PUL0314	FP476056	3465709	3478173	63186	dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21149	FP476056	3552451	3560830		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21150	FP476056	3603808	3617045		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21169_PUL0148	FP476056	3633325	3658429	63186	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21151	FP476056	3848117	3864900		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21152_21153	FP476056	3938479	4000085		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21154_21155	FP476056	4018270	4054164		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21156_21157	FP476056	4070820	4102585		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21158_PUL0315	FP476056	4125495	4143881	63186	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21159	FP476056	4157067	4186737		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21160	FP476056	4234954	4251611		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21161	FP476056	4483050	4501301		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21162	FP476056	4575941	4589508		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21163	FP476056	4619396	4635730		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21164	FP476056	4638393	4653877		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21165	FP476056	4684230	4704981		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
PUL0313	FP476056	4847515	4853424	63186	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
PUL0317	FP476056	4920036	4924412	63186	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21166	FP476056	5323242	5338568		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21167_PUL0316	FP476056	5363176	5389576	63186	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
21168	FP476056	5406314	5436219		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	5521712	929780	16.838618167698712	experimental
cblaster_240_PUL0790	FP929033	411816	434725	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_PUL0791	FP929033	483126	499751	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
3068_PUL0189	FP929033	735268	775130	371601	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_242_PUL0415	FP929033	1008420	1021889	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_PUL0746_cblaster_27819	FP929033	1054312	1068020	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_PUL0746_cblaster_27819	FP929033	1054312	1068020	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_296	FP929033	1222558	1240042	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_298	FP929033	1264086	1269325	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_299	FP929033	1280569	1286735	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_300	FP929033	1359912	1376912	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_245	FP929033	1480470	1485233	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_262	FP929033	1555151	1560765	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_330_PUL0425	FP929033	1679635	1699967	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
3069_PUL0190_cblaster_PUL0532	FP929033	1840730	1873020	371601	puldb_dbcan_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_272_273_274_PUL0418	FP929033	2288887	2325106	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_283	FP929033	2592590	2605239	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_286	FP929033	2660217	2672470	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_291	FP929033	2850366	2864297	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
PUL0553	FP929033	3588797	3632016	371601	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_307_cblaster_27872	FP929033	3645720	3653683	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_307_cblaster_27872	FP929033	3645720	3653683	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_307_cblaster_27872	FP929033	3645720	3653683	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_PUL0666	FP929033	3667516	3673697	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_253	FP929033	3738210	3753930	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_27881_PUL0380	FP929033	3853114	3873417	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
3070_PUL0191	FP929033	3987941	4011183	371601	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
3071_PUL0192_3072_PUL0193_cblaster_334_PUL0787	FP929033	4023208	4142706	371601	puldb_dbcan_puldb_dbcan_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_336	FP929033	4335208	4352916	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_27892_cblaster_339	FP929033	4497151	4505127	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_27892_cblaster_339	FP929033	4497151	4505127	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_27892_cblaster_339	FP929033	4497151	4505127	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_27810	FP929033	4826978	4832438	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_257_cblaster_27812	FP929033	5143605	5157429	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_257_cblaster_27812	FP929033	5143605	5157429	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_256	FP929033	5168135	5177744	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_247_cblaster_27826	FP929033	5418335	5422960	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_247_cblaster_27826	FP929033	5418335	5422960	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_321	FP929033	5452206	5468375	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_322_3073	FP929033	5521505	5535428	371601	cblaster_puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_323	FP929033	5575348	5582702	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_325_PUL0392	FP929033	5670190	5693505	371601	cblaster_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_310_PUL0422	FP929033	5851776	5860847	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_PUL0667	FP929033	5875539	5880229	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
cblaster_314	FP929033	5881655	5904604	371601	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	5976145	747347	12.505503129525806	experimental
PUL0596	FP929042	196460	202017	39491	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3344951	20080	0.600307747407959	experimental
PUL0595	FP929042	2173768	2180902	39491	dbcan		false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3344951	20080	0.600307747407959	experimental
cblaster_PUL0394_PUL0632_cblaster_PUL0634	FP929042	3230561	3237950	39491	cblaster	merged	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3344951	20080	0.600307747407959	experimental
3772_PUL0555	FQ312004	436949	455517	817	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
3773	FQ312004	523100	536123		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
cblaster_PUL0408	FQ312004	997495	1002425	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
cblaster_PUL0180	FQ312004	1026492	1061001	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
3774_PUL0556	FQ312004	1582511	1594729	817	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
cblaster_27826	FQ312004	1890596	1895425	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
cblaster_3651_PUL0348_cblaster_PUL0746_cblaster_27819	FQ312004	2027222	2051267	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
cblaster_3651_PUL0348_cblaster_PUL0746_cblaster_27819	FQ312004	2027222	2051267	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
PUL0166	FQ312004	3710042	3720606	817	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
3775_PUL0171	FQ312004	4059271	4071266	817	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
cblaster_245	FQ312004	4166472	4171045	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
cblaster_3713	FQ312004	4253817	4261189	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5373121	170671	3.1763848236434655	experimental
PUL0066	GL882630	4456	29812	626930	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus	137728	25356	18.410199814126393	experimental
cblaster_PUL0718_PUL0055	GL945092	14952	32944	457387	cblaster_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	609109	125418	20.59040335966141	experimental
cblaster_286	GL945092	33840	46093	457387	cblaster		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	609109	125418	20.59040335966141	experimental
cblaster_287	GL945092	48606	80915	457387	cblaster		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	609109	125418	20.59040335966141	experimental
cblaster_288	GL945092	85965	94134	457387	cblaster		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	609109	125418	20.59040335966141	experimental
cblaster_289_290	GL945092	199613	228000	457387	cblaster		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	609109	125418	20.59040335966141	experimental
cblaster_291	GL945092	262359	276293	457387	cblaster		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	609109	125418	20.59040335966141	experimental
cblaster_27865_PUL0325	GL945092	430241	442615	457387	cblaster		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	609109	125418	20.59040335966141	experimental
PUL0218_cblaster_PUL0794	HF548278	1	41173	433724	dbcan_cblaster	merged	false								41175	41172	99.99271402550092	experimental
PUL0630	HF548280	18604	35744	433724	dbcan		false								36811	17140	46.56216891689984	experimental
PUL0728	JABDHV010000033	5144	33037	239935	dbcan		false	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia biwaensis	33560	27893	83.11382598331348	experimental
PUL0621	JABKKE010000002	129359	150740	2736291	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella rodentium	253660	21381	8.428999448080107	experimental
PUL0620	JABKKE010000016	24466	52842	2736291	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella rodentium	91913	28376	30.872673071273923	experimental
PUL0622	JABKKE010000021	12378	52329	2736291	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella rodentium	60972	39951	65.52351899232434	experimental
PUL0623	JABKKF010000001	275500	306619	2736291	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella muris	586828	61158	10.421793097807194	experimental
PUL0624	JABKKF010000001	437271	467310	2736291	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella muris	586828	61158	10.421793097807194	experimental
PUL0625	JABKKF010000013	29296	73074	2736291	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella muris	76661	43778	57.105960005739554	experimental
PUL0613	JABKKG010000003	315037	327406	2736291	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis	491845	12369	2.514816659720034	experimental
PUL0614	JABKKG010000004	10910	19195	2736291	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis	403616	19594	4.854614286846904	experimental
PUL0615	JABKKG010000004	347323	358632	2736291	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis	403616	19594	4.854614286846904	experimental
