sequence_id	cluster_id	start	end	average_p	max_p	proteins	domains	type
AP006841	AP006841.1_cluster_24	2490187	2496718	0.8226009267050125	0.8337239450139493	AP006841.1_2034;AP006841.1_2035;AP006841.1_2036	PF07715;PF07980;PF13519;PF13715;PF14322	Unknown
AP006841	AP006841.1_cluster_26	3755847	3770414	0.9533278982122162	0.9986466145752779	AP006841.1_3167;AP006841.1_3168;AP006841.1_3169;AP006841.1_3170;AP006841.1_3171;AP006841.1_3172;AP006841.1_3173	PF00128;PF00356;PF00532;PF00593;PF03632;PF03633;PF03636;PF07690;PF07690;PF07715;PF07980;PF13004;PF13004;PF13347;PF13377;PF13407;PF13412;PF13620;PF13715;PF14322;PF19190	Unknown
AP006841	AP006841.1_cluster_27	3809449	3816736	0.9463622327326987	0.976328183711821	AP006841.1_3197;AP006841.1_3198;AP006841.1_3199;AP006841.1_3200;AP006841.1_3201	PF00072;PF00165;PF00251;PF00294;PF00512;PF00532;PF01035;PF02518;PF07690;PF08244;PF12833;PF13347;PF13407	Unknown
AP006841	AP006841.1_cluster_29	3987348	3996137	0.9771214304269612	0.9885791310376452	AP006841.1_3341;AP006841.1_3342;AP006841.1_3343;AP006841.1_3344;AP006841.1_3345	PF03629;PF03629;PF04041;PF07980;PF10566;PF14322;PF14508;PF14509;PF17389;PF22422	Unknown
AP006841	AP006841.1_cluster_30	4307089	4316218	0.9560024509546545	0.9704008433213065	AP006841.1_3617;AP006841.1_3618;AP006841.1_3619;AP006841.1_3620	PF00754;PF07715;PF07980;PF07980;PF13620;PF13715;PF14322;PF14322;PF22633	Unknown
AP006841	AP006841.1_cluster_32	4846631	4860544	0.9667033119044636	0.9818363238822501	AP006841.1_4064;AP006841.1_4065;AP006841.1_4066;AP006841.1_4067;AP006841.1_4068;AP006841.1_4069;AP006841.1_4070	PF00593;PF00722;PF00722;PF00728;PF01301;PF02449;PF02838;PF07691;PF07715;PF07980;PF07980;PF13287;PF13290;PF13620;PF13715;PF14322;PF14322;PF21317;PF21467	Unknown
AP006841	AP006841.1_cluster_33	4973051	4983984	0.9165607993946326	0.956289519292805	AP006841.1_4171;AP006841.1_4172;AP006841.1_4173;AP006841.1_4174;AP006841.1_4175	PF00754;PF00933;PF01915;PF04616;PF07715;PF07980;PF10091;PF12771;PF13620;PF13715;PF14310;PF14322;PF22633	Unknown
AP006841	AP006841.1_cluster_34	5094763	5102860	0.8618917752970287	0.8983989527199343	AP006841.1_4249;AP006841.1_4250;AP006841.1_4251;AP006841.1_4252	PF07715;PF07980;PF07980;PF13620;PF13715;PF14322;PF14322	Unknown
CP001736	CP001736.1_cluster_1	44211	52219	0.9689239133547531	0.9976512126074913	CP001736.1_43;CP001736.1_44;CP001736.1_45;CP001736.1_46;CP001736.1_47;CP001736.1_48	PF00356;PF00528;PF00528;PF00532;PF01229;PF01547;PF04616;PF06964;PF13377;PF13407;PF13416	Unknown
CP001736	CP001736.1_cluster_3	836540	842398	0.965373617388846	0.9800719266359553	CP001736.1_769;CP001736.1_770;CP001736.1_771;CP001736.1_772;CP001736.1_773	PF00356;PF00528;PF00528;PF00532;PF01547;PF06964;PF13377;PF13407;PF13416	Unknown
CP001736	CP001736.1_cluster_4	1119279	1125422	0.9493452413720526	0.9708529473951714	CP001736.1_1043;CP001736.1_1044;CP001736.1_1045;CP001736.1_1046;CP001736.1_1047	PF00128;PF00356;PF00528;PF00528;PF00532;PF01547;PF13377;PF13407;PF13416;PF13560	Unknown
CP001736	CP001736.1_cluster_5	1729499	1734664	0.9588692689209249	0.9697755343324276	CP001736.1_1628;CP001736.1_1629;CP001736.1_1630;CP001736.1_1631;CP001736.1_1632	PF00356;PF00528;PF00528;PF00532;PF01547;PF04041;PF13377;PF13407	Unknown
CP001736	CP001736.1_cluster_6	1842925	1849016	0.8073634677546767	0.8152032751318986	CP001736.1_1741;CP001736.1_1742;CP001736.1_1743;CP001736.1_1744;CP001736.1_1745	PF00528;PF00528;PF01547;PF02065;PF06182;PF13416;PF16874;PF16875	Unknown
CP001736	CP001736.1_cluster_8	1905661	1912054	0.9569390662441342	0.9660305751016794	CP001736.1_1805;CP001736.1_1806;CP001736.1_1807;CP001736.1_1808;CP001736.1_1809	PF00356;PF00528;PF00528;PF00532;PF01547;PF02449;PF08532;PF08533;PF13377;PF13407	Unknown
CP001736	CP001736.1_cluster_10	1993665	2000506	0.964657001633813	0.9848206687097992	CP001736.1_1885;CP001736.1_1886;CP001736.1_1887;CP001736.1_1888;CP001736.1_1889;CP001736.1_1890	PF00528;PF00528;PF00723;PF01022;PF01055;PF01547;PF13416;PF13802;PF21365;PF21568	Unknown
CP001736	CP001736.1_cluster_11	2079997	2088817	0.8526955174542632	0.874870260680271	CP001736.1_1983;CP001736.1_1984;CP001736.1_1985;CP001736.1_1986;CP001736.1_1987;CP001736.1_1988;CP001736.1_1989	PF00107;PF00480;PF00528;PF00528;PF01408;PF01547;PF02065;PF02894;PF03447;PF03807;PF13416;PF16874;PF16875;PF22725	Unknown
CP001736	CP001736.1_cluster_12	2183551	2189366	0.9676132911554546	0.9719829188668689	CP001736.1_2089;CP001736.1_2090;CP001736.1_2091;CP001736.1_2092;CP001736.1_2093	PF00150;PF00356;PF00528;PF00528;PF00532;PF01547;PF13377;PF13407;PF13416	Unknown
CP001736	CP001736.1_cluster_14	2723555	2731037	0.8403670125765912	0.8604880081380254	CP001736.1_2581;CP001736.1_2582;CP001736.1_2583;CP001736.1_2584;CP001736.1_2585	PF00128;PF00480;PF00480;PF00933;PF01120;PF01784;PF12802;PF14871	Unknown
CP001736	CP001736.1_cluster_15	2913663	2921149	0.9950682494105129	0.9964798675745894	CP001736.1_2745;CP001736.1_2746;CP001736.1_2747;CP001736.1_2748;CP001736.1_2749	PF00356;PF00532;PF01232;PF02614;PF05048;PF05048;PF08125;PF13229;PF13229;PF13377;PF13407	Unknown
CP001736	CP001736.1_cluster_16	3814865	3820042	0.9517853414418598	0.9619223498245215	CP001736.1_3543;CP001736.1_3544;CP001736.1_3545;CP001736.1_3546;CP001736.1_3547	PF00106;PF00356;PF00528;PF00528;PF00532;PF01547;PF13377;PF13407;PF13416;PF13561	Unknown
CP001736	CP001736.1_cluster_17	4476772	4482878	0.9535012896217936	0.9659127803701772	CP001736.1_4161;CP001736.1_4162;CP001736.1_4163;CP001736.1_4164;CP001736.1_4165	PF00356;PF00528;PF00528;PF00532;PF01229;PF01547;PF13377;PF13407	Unknown
CP001736	CP001736.1_cluster_18	4537785	4544663	0.969137626901277	0.9820353708172747	CP001736.1_4216;CP001736.1_4217;CP001736.1_4218;CP001736.1_4219;CP001736.1_4220	PF00356;PF00528;PF00528;PF00532;PF00933;PF01547;PF01915;PF13377;PF13407;PF13416;PF14310	Unknown
CP001736	CP001736.1_cluster_19	4868538	4873643	0.8712027127223896	0.8957119487866634	CP001736.1_4511;CP001736.1_4512;CP001736.1_4513;CP001736.1_4514;CP001736.1_4515	PF00356;PF00528;PF00532;PF01156;PF01547;PF13377;PF13407;PF13416	Unknown
CP001736	CP001736.1_cluster_20	4975970	4984196	0.8544636328684476	0.8644728590644325	CP001736.1_4613;CP001736.1_4614;CP001736.1_4615;CP001736.1_4616;CP001736.1_4617;CP001736.1_4618	PF00528;PF01261;PF01547;PF02638;PF03446;PF06283;PF08532;PF08532;PF13416;PF14833;PF14871;PF14871	Unknown
CP001736	CP001736.1_cluster_21	5031176	5035283	0.8208518500700028	0.8372285144566657	CP001736.1_4660;CP001736.1_4661;CP001736.1_4662	PF00128;PF00356;PF00532;PF01547;PF13377	Unknown
CP001736	CP001736.1_cluster_22	5664770	5670291	0.9824986041745188	0.9886775521673937	CP001736.1_5244;CP001736.1_5245;CP001736.1_5246;CP001736.1_5247;CP001736.1_5248	PF00232;PF00356;PF00528;PF00528;PF00532;PF01547;PF13377;PF13407;PF13416	Unknown
CP001736	CP001736.1_cluster_23	5677537	5684516	0.8746435222005735	0.8788487188213385	CP001736.1_5255;CP001736.1_5256;CP001736.1_5257;CP001736.1_5258;CP001736.1_5259	PF00005;PF00232;PF00356;PF00480;PF00496;PF00532;PF01381;PF08352;PF12802;PF13377;PF13401;PF13407	Unknown
CP001736	CP001736.1_cluster_24	5895680	5901359	0.9868187263269451	0.9895578935303292	CP001736.1_5446;CP001736.1_5447;CP001736.1_5448;CP001736.1_5449;CP001736.1_5450	PF00356;PF00528;PF00528;PF00532;PF00704;PF00754;PF01547;PF13377;PF13416;PF22633	Unknown
CP001736	CP001736.1_cluster_25	5946775	5952220	0.8999171263574464	0.9183460167994647	CP001736.1_5502;CP001736.1_5503;CP001736.1_5504;CP001736.1_5505;CP001736.1_5506	PF00294;PF00356;PF00528;PF00532;PF01380;PF01547;PF08543;PF13377;PF13407;PF13416	Unknown
CP001736	CP001736.1_cluster_27	6814947	6820650	0.8867293363570737	0.9033422068945259	CP001736.1_6344;CP001736.1_6345;CP001736.1_6346;CP001736.1_6347;CP001736.1_6348	PF00356;PF00528;PF00528;PF00532;PF01547;PF12831;PF13377;PF13416	Unknown
CP001736	CP001736.1_cluster_28	6976203	6983007	0.822875767935685	0.8427883052402815	CP001736.1_6497;CP001736.1_6498;CP001736.1_6499;CP001736.1_6500;CP001736.1_6501	PF00356;PF00376;PF00532;PF00703;PF01261;PF01408;PF13377;PF13411;PF22666;PF22725	Unknown
JPOL01000002	JPOL01000002.1_cluster_1	51694	65552	0.9722856831738897	0.997538319317191	JPOL01000002.1_42;JPOL01000002.1_43;JPOL01000002.1_44;JPOL01000002.1_45;JPOL01000002.1_46;JPOL01000002.1_47;JPOL01000002.1_48;JPOL01000002.1_49;JPOL01000002.1_50	PF00251;PF00370;PF00474;PF00596;PF02782;PF04616;PF04616;PF06964;PF06964;PF07944;PF07980;PF14322;PF16375;PF20620;PF20736;PF22848	Unknown
JPOL01000002	JPOL01000002.1_cluster_2	292408	301559	0.9731267104646255	0.9906495630509178	JPOL01000002.1_226;JPOL01000002.1_227;JPOL01000002.1_228;JPOL01000002.1_229;JPOL01000002.1_230;JPOL01000002.1_231	PF00474;PF00701;PF02838;PF02952;PF07555;PF07881;PF07882;PF07980;PF13088;PF13859;PF14322	Unknown
JPOL01000002	JPOL01000002.1_cluster_3	431850	443758	0.8215453556172272	0.8684302967064129	JPOL01000002.1_347;JPOL01000002.1_348;JPOL01000002.1_349;JPOL01000002.1_350;JPOL01000002.1_351	PF00128;PF04041;PF04616;PF07690;PF07715;PF07980;PF13620;PF13715;PF14322;PF16657;PF18085	Unknown
JPOL01000002	JPOL01000002.1_cluster_4	482713	513516	0.9499965638361888	0.9991790208126825	JPOL01000002.1_378;JPOL01000002.1_379;JPOL01000002.1_380;JPOL01000002.1_381;JPOL01000002.1_382;JPOL01000002.1_383;JPOL01000002.1_384;JPOL01000002.1_385;JPOL01000002.1_386;JPOL01000002.1_387;JPOL01000002.1_388;JPOL01000002.1_389;JPOL01000002.1_390;JPOL01000002.1_391;JPOL01000002.1_392;JPOL01000002.1_393	PF00165;PF00293;PF00331;PF00331;PF00331;PF00370;PF00532;PF01380;PF02018;PF02018;PF02782;PF03648;PF06452;PF07477;PF07488;PF07715;PF07715;PF07980;PF07980;PF07980;PF12771;PF12833;PF13377;PF13407;PF13620;PF13620;PF13715;PF13715;PF14322;PF14322;PF14322;PF15979;PF17829;PF17957;PF18329;PF21906;PF22244	Unknown
JPOL01000002	JPOL01000002.1_cluster_6	862042	891783	0.9288114971771307	0.9991903053360995	JPOL01000002.1_726;JPOL01000002.1_727;JPOL01000002.1_728;JPOL01000002.1_729;JPOL01000002.1_730;JPOL01000002.1_731;JPOL01000002.1_732;JPOL01000002.1_733;JPOL01000002.1_734;JPOL01000002.1_735;JPOL01000002.1_736;JPOL01000002.1_737;JPOL01000002.1_738;JPOL01000002.1_739	PF00072;PF00165;PF00331;PF00331;PF00331;PF00512;PF00756;PF00756;PF01270;PF02018;PF02518;PF03629;PF04616;PF07081;PF07715;PF07980;PF07980;PF10566;PF12833;PF13620;PF13715;PF14322;PF14322;PF14498;PF14508;PF14509;PF17851;PF21307;PF22124	Unknown
JPOL01000002	JPOL01000002.1_cluster_7	1061269	1067505	0.9182777922148057	0.9376465869782841	JPOL01000002.1_884;JPOL01000002.1_885;JPOL01000002.1_886	PF00593;PF07715;PF07980;PF07980;PF13620;PF13715;PF14322;PF14322	Unknown
JPOL01000002	JPOL01000002.1_cluster_8	1160138	1182630	0.9613447143813993	0.9999167150458073	JPOL01000002.1_975;JPOL01000002.1_976;JPOL01000002.1_977;JPOL01000002.1_978;JPOL01000002.1_979;JPOL01000002.1_980;JPOL01000002.1_981;JPOL01000002.1_982;JPOL01000002.1_983;JPOL01000002.1_984;JPOL01000002.1_985	PF00295;PF00356;PF00532;PF00593;PF01095;PF01408;PF02412;PF04295;PF07715;PF07980;PF12708;PF13229;PF13377;PF13407;PF13620;PF13715;PF14322;PF16153;PF16318;PF16380;PF17161;PF20629;PF22725;PF22842	Unknown
JPOL01000002	JPOL01000002.1_cluster_9	1198755	1207635	0.9408695775205496	0.9787279657523866	JPOL01000002.1_1000;JPOL01000002.1_1001;JPOL01000002.1_1002;JPOL01000002.1_1003;JPOL01000002.1_999	PF00356;PF01408;PF06439;PF06439;PF07715;PF07980;PF12771;PF13407;PF13620;PF13715;PF14322;PF19051	Unknown
JPOL01000002	JPOL01000002.1_cluster_10	1236199	1245047	0.959208691941977	0.9890280434619096	JPOL01000002.1_1041;JPOL01000002.1_1042;JPOL01000002.1_1043;JPOL01000002.1_1044;JPOL01000002.1_1045	PF00593;PF01546;PF07687;PF07715;PF07980;PF12741;PF12741;PF12741;PF12741;PF12771;PF12771;PF12771;PF13620;PF13715;PF14905	Unknown
JPOL01000002	JPOL01000002.1_cluster_11	1322201	1326934	0.8348023306995398	0.8694295198838372	JPOL01000002.1_1113;JPOL01000002.1_1114;JPOL01000002.1_1115;JPOL01000002.1_1116;JPOL01000002.1_1117	PF00288;PF00293;PF00474;PF01087;PF01087;PF02744;PF08544;PF10509;PF21906	Unknown
JPOL01000002	JPOL01000002.1_cluster_12	1453725	1462075	0.9078855446395858	0.9726962775261024	JPOL01000002.1_1237;JPOL01000002.1_1238;JPOL01000002.1_1239;JPOL01000002.1_1240;JPOL01000002.1_1241;JPOL01000002.1_1242	PF00005;PF00528;PF00528;PF00593;PF01547;PF07715;PF12741;PF12741;PF12771;PF13416;PF13620;PF13715	Unknown
JPOL01000002	JPOL01000002.1_cluster_15	2575497	2589208	0.9710011654156305	0.9995919385331737	JPOL01000002.1_2215;JPOL01000002.1_2216;JPOL01000002.1_2217;JPOL01000002.1_2218;JPOL01000002.1_2219;JPOL01000002.1_2220;JPOL01000002.1_2221	PF00593;PF00754;PF00933;PF01112;PF01120;PF01120;PF01915;PF07715;PF07971;PF12741;PF12771;PF13620;PF13715;PF14310;PF17678;PF22633	Unknown
JPOL01000002	JPOL01000002.1_cluster_16	2591454	2597186	0.9152043051606479	0.9426781359687469	JPOL01000002.1_2223;JPOL01000002.1_2224;JPOL01000002.1_2225;JPOL01000002.1_2226;JPOL01000002.1_2227	PF00083;PF00251;PF00294;PF00356;PF00532;PF00702;PF07690;PF08244;PF13377;PF13407;PF13419	Unknown
JPOL01000002	JPOL01000002.1_cluster_17	2600489	2616593	0.9631914794191094	0.9856445988092285	JPOL01000002.1_2230;JPOL01000002.1_2231;JPOL01000002.1_2232;JPOL01000002.1_2233;JPOL01000002.1_2234;JPOL01000002.1_2235	PF00593;PF01569;PF01839;PF07593;PF07593;PF07593;PF07715;PF07980;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13620;PF13715;PF14322	Unknown
JPOL01000002	JPOL01000002.1_cluster_18	2969402	2979937	0.896368225377692	0.9361773465613834	JPOL01000002.1_2525;JPOL01000002.1_2526;JPOL01000002.1_2527;JPOL01000002.1_2528;JPOL01000002.1_2529;JPOL01000002.1_2530	PF00150;PF00703;PF01055;PF01120;PF02836;PF02837;PF07980;PF09134;PF13004;PF13802;PF14322;PF16355;PF16757;PF18565;PF21365;PF22666	Unknown
JPOL01000002	JPOL01000002.1_cluster_19	3155377	3165227	0.9461403085181409	0.9610320712424638	JPOL01000002.1_2687;JPOL01000002.1_2688;JPOL01000002.1_2689;JPOL01000002.1_2690;JPOL01000002.1_2691	PF00128;PF00356;PF00532;PF00593;PF07715;PF07980;PF13377;PF13407;PF13620;PF13715;PF14322	Unknown
JPOL01000002	JPOL01000002.1_cluster_20	3231188	3238218	0.9440481918043548	0.9683884392019847	JPOL01000002.1_2749;JPOL01000002.1_2750;JPOL01000002.1_2751;JPOL01000002.1_2752;JPOL01000002.1_2753	PF01833;PF02065;PF03629;PF07980;PF13517;PF13517;PF13517;PF14322;PF16499;PF17801	Unknown
JPOL01000002	JPOL01000002.1_cluster_21	3241506	3256663	0.9166519412337706	0.9758079585989123	JPOL01000002.1_2756;JPOL01000002.1_2757;JPOL01000002.1_2758;JPOL01000002.1_2759;JPOL01000002.1_2760;JPOL01000002.1_2761;JPOL01000002.1_2762;JPOL01000002.1_2763;JPOL01000002.1_2764	PF00754;PF00759;PF02156;PF02927;PF07221;PF07715;PF07980;PF13620;PF13715;PF14322;PF16990;PF16990;PF16990;PF18911;PF20256;PF20256;PF22633	Unknown
JPOL01000002	JPOL01000002.1_cluster_22	3619013	3626662	0.8777802921356956	0.935959203810642	JPOL01000002.1_3093;JPOL01000002.1_3094;JPOL01000002.1_3095;JPOL01000002.1_3096	PF00106;PF00984;PF01073;PF01344;PF01344;PF01370;PF01408;PF02719;PF03720;PF03721;PF04321;PF07993;PF11721;PF11721;PF11721;PF11721;PF13460;PF13964;PF16363;PF19051;PF22725	Unknown
NC_002505	NC_002505.1_cluster_1	642814	652440	0.948967313770048	0.9582716730545131	NC_002505.1_568;NC_002505.1_569;NC_002505.1_570;NC_002505.1_571;NC_002505.1_572;NC_002505.1_573	PF00005;PF00408;PF00728;PF00759;PF01869;PF02838;PF02878;PF02879;PF02880;PF02927;PF06165;PF08352;PF17167	Unknown
NC_002505	NC_002505.1_cluster_2	1355388	1362240	0.9681445366887775	0.9976817167823153	NC_002505.1_1189;NC_002505.1_1190;NC_002505.1_1191;NC_002505.1_1192;NC_002505.1_1193;NC_002505.1_1194;NC_002505.1_1195	PF00356;PF00532;PF01522;PF02056;PF02255;PF02302;PF02378;PF02839;PF02839;PF04794;PF11975;PF13377;PF13407	Unknown
NC_002505	NC_002505.1_cluster_3	1667144	1673215	0.9316986231204099	0.9409145337244532	NC_002505.1_1452;NC_002505.1_1453;NC_002505.1_1454;NC_002505.1_1455;NC_002505.1_1456	PF00141;PF00141;PF00232;PF00356;PF00532;PF01042;PF04074;PF13377;PF13407	Unknown
NC_002505	NC_002505.1_cluster_4	1821480	1828365	0.9342738398495724	0.9847151622832703	NC_002505.1_1582;NC_002505.1_1583;NC_002505.1_1584;NC_002505.1_1585;NC_002505.1_1586	PF00384;PF01055;PF01568;PF02065;PF03264;PF05691;PF11449;PF18364;PF22113	Unknown
NC_002505	NC_002505.1_cluster_5	1923895	1928930	0.8423772556729052	0.9010285560948693	NC_002505.1_1660;NC_002505.1_1661;NC_002505.1_1662;NC_002505.1_1663;NC_002505.1_1664	PF00701;PF01344;PF01380;PF01418;PF04290;PF06808;PF07646;PF13415;PF13418;PF13964	Unknown
CP007224	CP007224.1_cluster_1	1516668	1527696	0.9900819510555794	0.9993461118664327	CP007224.1_1404;CP007224.1_1405;CP007224.1_1406;CP007224.1_1407;CP007224.1_1408;CP007224.1_1409;CP007224.1_1410;CP007224.1_1411	PF00483;PF01050;PF03062;PF05048;PF05426;PF07883;PF11182;PF12804;PF13229;PF13372;PF16822;PF16822;PF22640	Unknown
CP007224	CP007224.1_cluster_2	3432344	3439423	0.9323625439334456	0.9625002467862911	CP007224.1_3122;CP007224.1_3123;CP007224.1_3124;CP007224.1_3125;CP007224.1_3126;CP007224.1_3127	PF00005;PF00005;PF00158;PF00294;PF00356;PF00532;PF00532;PF02653;PF07728;PF08543;PF13377;PF13377;PF13407;PF13407;PF14532	Unknown
LR131275	LR131275.1_cluster_2	7688	16439	0.9093898617802011	0.9356705700255512	LR131275.1_11;LR131275.1_12;LR131275.1_13;LR131275.1_14;LR131275.1_15;LR131275.1_16	PF00135;PF00135;PF00150;PF00196;PF00232;PF00480;PF01758;PF03547;PF03547;PF09479;PF20434	Unknown
PJDT01000028	PJDT01000028.1_cluster_1	100238	113123	0.9289226185270937	0.9838118652686074	PJDT01000028.1_82;PJDT01000028.1_83;PJDT01000028.1_84;PJDT01000028.1_85;PJDT01000028.1_86;PJDT01000028.1_87;PJDT01000028.1_88;PJDT01000028.1_89	PF00005;PF00326;PF00356;PF00532;PF00664;PF04616;PF04616;PF04616;PF04616;PF04616;PF06964;PF07859;PF13377;PF13407;PF16369;PF16369;PF20434;PF22848	Unknown
PJDT01000028	PJDT01000028.1_cluster_2	138798	150276	0.8265442007657282	0.8329580655710462	PJDT01000028.1_108;PJDT01000028.1_109;PJDT01000028.1_110;PJDT01000028.1_111;PJDT01000028.1_112	PF00754;PF00754;PF00754;PF02498;PF04326;PF07523;PF07523;PF07523;PF07532;PF12733;PF13749;PF14200	Unknown
PJDT01000028	PJDT01000028.1_cluster_3	159244	169986	0.8994483629860487	0.9476894078473315	PJDT01000028.1_118;PJDT01000028.1_119;PJDT01000028.1_120;PJDT01000028.1_121;PJDT01000028.1_122;PJDT01000028.1_123;PJDT01000028.1_124	PF00356;PF00528;PF00528;PF00532;PF01547;PF01637;PF02368;PF03008;PF04854;PF09339;PF13173;PF13377;PF13407;PF13416;PF20578	Unknown
CP002038	CP002038.1_cluster_1	406834	413500	0.9896875733932585	0.9973420822107876	CP002038.1_363;CP002038.1_364;CP002038.1_365;CP002038.1_366;CP002038.1_367	PF00251;PF00294;PF00356;PF00367;PF00532;PF02264;PF02378;PF08244;PF13377;PF13407	Unknown
CP002038	CP002038.1_cluster_2	1779600	1785659	0.9222394892706365	0.938446376384212	CP002038.1_1575;CP002038.1_1576;CP002038.1_1577;CP002038.1_1578	PF00356;PF00532;PF01306;PF01548;PF02065;PF02371;PF07690;PF12832;PF13377;PF16874;PF16875	Unknown
CP002038	CP002038.1_cluster_3	2572846	2581451	0.9470267042042716	0.9606960894009293	CP002038.1_2276;CP002038.1_2277;CP002038.1_2278;CP002038.1_2279;CP002038.1_2280;CP002038.1_2281;CP002038.1_2282;CP002038.1_2283	PF00005;PF00106;PF00528;PF00528;PF01547;PF04962;PF06917;PF07883;PF08402;PF08659;PF13561;PF17912	Unknown
CP002038	CP002038.1_cluster_4	3415621	3423218	0.9177704828888632	0.9488627576691914	CP002038.1_2998;CP002038.1_2999;CP002038.1_3000;CP002038.1_3001;CP002038.1_3002;CP002038.1_3003	PF00126;PF00356;PF00367;PF00532;PF02264;PF02449;PF03466;PF07745;PF08532;PF08533;PF13377;PF13407	Unknown
CP002038	CP002038.1_cluster_5	3959982	3964865	0.981379041950106	0.9876291772827404	CP002038.1_3482;CP002038.1_3483;CP002038.1_3484;CP002038.1_3485;CP002038.1_3486	PF00232;PF00356;PF00532;PF02255;PF02302;PF02378;PF13377;PF13407	Unknown
CP002038	CP002038.1_cluster_6	4039076	4044532	0.9419509468429903	0.9546568490161679	CP002038.1_3543;CP002038.1_3544;CP002038.1_3545;CP002038.1_3546;CP002038.1_3547	PF00005;PF00356;PF00528;PF00528;PF00532;PF07470;PF08402;PF13377;PF13407;PF17912	Unknown
NC_006840	NC_006840.2_cluster_1	663835	669516	0.9909065139994347	0.9957631980243165	NC_006840.2_593;NC_006840.2_594;NC_006840.2_595;NC_006840.2_596;NC_006840.2_597;NC_006840.2_598	PF00232;PF00356;PF00480;PF00532;PF02255;PF02264;PF02302;PF13377;PF13407	Unknown
NC_006840	NC_006840.2_cluster_2	2396033	2405535	0.9489677648722569	0.9582598503712649	NC_006840.2_2167;NC_006840.2_2168;NC_006840.2_2169;NC_006840.2_2170;NC_006840.2_2171;NC_006840.2_2172	PF00005;PF00408;PF00728;PF00759;PF01869;PF02838;PF02878;PF02879;PF02880;PF02927;PF06165;PF08352;PF17167	Unknown
CP003170	CP003170.1_cluster_1	2614903	2622232	0.9659194021340846	0.9754455787766692	CP003170.1_2314;CP003170.1_2315;CP003170.1_2316;CP003170.1_2317;CP003170.1_2318	PF00356;PF00528;PF00528;PF00532;PF00933;PF01547;PF01915;PF03422;PF13377;PF13416;PF14310	Unknown
CP003170	CP003170.1_cluster_2	2675246	2683607	0.9575735055429073	0.9806501380215727	CP003170.1_2366;CP003170.1_2367;CP003170.1_2368;CP003170.1_2369;CP003170.1_2370;CP003170.1_2371	PF00296;PF00356;PF00528;PF00528;PF00532;PF00933;PF01547;PF01915;PF13377;PF13407;PF13416;PF14310	Unknown
CP003170	CP003170.1_cluster_5	4076083	4089157	0.9869056828641157	0.9985721766443176	CP003170.1_3563;CP003170.1_3564;CP003170.1_3565;CP003170.1_3566;CP003170.1_3567;CP003170.1_3568;CP003170.1_3569;CP003170.1_3570;CP003170.1_3571	PF00128;PF00128;PF00483;PF00528;PF00528;PF00686;PF01073;PF01261;PF01370;PF01547;PF01761;PF01833;PF02719;PF02806;PF03714;PF03714;PF04321;PF07993;PF12804;PF13416;PF13685;PF16363;PF17967	Unknown
CP003170	CP003170.1_cluster_6	4283154	4290655	0.9142797083846896	0.9246993764195077	CP003170.1_3751;CP003170.1_3752;CP003170.1_3753;CP003170.1_3754;CP003170.1_3755;CP003170.1_3756;CP003170.1_3757	PF00294;PF00480;PF00528;PF00528;PF00532;PF01547;PF07221;PF13377;PF13416	Unknown
CP003170	CP003170.1_cluster_7	5876955	5885441	0.9168012352269249	0.9352678691530367	CP003170.1_5265;CP003170.1_5266;CP003170.1_5267;CP003170.1_5268;CP003170.1_5269;CP003170.1_5270;CP003170.1_5271	PF00356;PF00528;PF00528;PF00532;PF01232;PF01408;PF01547;PF02614;PF02894;PF08125;PF13377;PF13407;PF22725	Unknown
CP003170	CP003170.1_cluster_8	5921819	5929343	0.8710802032713149	0.89002582044737	CP003170.1_5310;CP003170.1_5311;CP003170.1_5312;CP003170.1_5313;CP003170.1_5314;CP003170.1_5315;CP003170.1_5316	PF00356;PF00528;PF00528;PF00532;PF01547;PF07745;PF07745;PF13377;PF13407;PF22564	Unknown
CP003170	CP003170.1_cluster_9	5943176	5949576	0.8757459739652699	0.8885374364351458	CP003170.1_5329;CP003170.1_5330;CP003170.1_5331;CP003170.1_5332;CP003170.1_5333	PF00005;PF00005;PF00356;PF00532;PF00532;PF00596;PF13377;PF13407;PF13407	Unknown
CP003170	CP003170.1_cluster_10	6203704	6212365	0.9482231679476079	0.9889056228179649	CP003170.1_5554;CP003170.1_5555;CP003170.1_5556;CP003170.1_5557;CP003170.1_5558;CP003170.1_5559;CP003170.1_5560	PF00232;PF00356;PF00528;PF00528;PF00532;PF01547;PF07690;PF07690;PF13377;PF13407;PF13416	Unknown
CP003170	CP003170.1_cluster_11	7029664	7039947	0.9758828876630683	0.9854468863813176	CP003170.1_6287;CP003170.1_6288;CP003170.1_6289;CP003170.1_6290;CP003170.1_6291	PF00128;PF00356;PF00528;PF00528;PF00532;PF01547;PF02922;PF03714;PF03714;PF11852;PF13377;PF13407;PF13416;PF16296;PF17967	Unknown
CP003170	CP003170.1_cluster_12	7324344	7330364	0.8262226567466029	0.8656510956059662	CP003170.1_6563;CP003170.1_6564;CP003170.1_6565;CP003170.1_6566;CP003170.1_6567	PF00005;PF00356;PF00496;PF00528;PF00528;PF00532;PF08352;PF12911;PF13377;PF13401;PF13407	Unknown
